model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
qwen3:4b,country_income,question_6,What is the gdp per capita of Sweden in 2015?,0.0687,55.9104,55.9791,0.0,293.6327,5.25,32.6259,2025-11-27 06:50:02
qwen3:4b,country_income,question_7,Distinct list of region ID,0.0759,69.6986,69.7745,0.0,376.9491,5.4,41.8833,2025-11-27 06:51:12
qwen3:4b,country_income,question_8,All the countries have gini recalculated greater than 0.4 in 2015,0.0537,63.8905,63.9442,0.0,314.8015,4.92,34.9779,2025-11-27 06:52:17
qwen3:4b,country_income,question_9,"What is the gpd per capita, population and gini coefficient of Vietnam in 2010?",0.0749,49.6639,49.7388,0.0,268.6616,5.4,29.8513,2025-11-27 06:53:06
qwen3:4b,finance_economics,question_1,"The inflation rate of November 28, 2008",0.0488,33.655,33.7038,0.0,170.0695,5.05,18.8966,2025-11-27 06:53:40
qwen3:4b,finance_economics,question_10,"The unemployment rate, interest rate, inflation rate, the date where Dow Jones has top trading volume",0.0666,46.9324,46.999,0.0,231.4378,4.92,25.7153,2025-11-27 06:54:28
qwen3:4b,finance_economics,question_11,"Number of days which the closing price is higher than the open price of Dow Jones, S&P 500, NASDAQ",0.0441,42.3202,42.3643,0.0,232.3079,5.48,25.812,2025-11-27 06:55:10
qwen3:4b,finance_economics,question_12,The annual consumer spending from 2000 to 2008,0.0614,65.4763,65.5377,0.0,335.8519,5.12,37.3169,2025-11-27 06:56:16
qwen3:4b,finance_economics,question_13,The annual growth rate of consumer confidence index from 2000 to 2008,0.0587,91.1346,91.1933,0.0,459.781,5.04,51.0868,2025-11-27 06:57:47
qwen3:4b,finance_economics,question_14,Ratio of days having negative gdp growth to total days,0.0465,30.8326,30.8791,0.0,180.3751,5.84,20.0417,2025-11-27 06:58:18
qwen3:4b,finance_economics,question_15,The average bankruptcy rate and M&A deals by year,0.0591,338.7073,338.7664,0.0,2141.2068,6.32,237.9119,2025-11-27 07:53:00
qwen3:4b,finance_economics,question_16,Number of days where the gdp growth is negative,0.05,42.3382,42.3882,0.0,330.8046,7.8,36.756,2025-11-27 08:09:53
qwen3:4b,finance_economics,question_17,"Average monthly trading volume of NASDAQ, S&P 500, Dow Jones",0.0688,351.6056,351.6744,0.0,2039.7995,5.8,226.6444,2025-11-27 08:28:03
qwen3:4b,finance_economics,question_18,Which year has the highest average consumer confidence index?,0.0694,29.773,29.8424,0.0,159.1582,5.33,17.6842,2025-11-27 08:28:33
qwen3:4b,finance_economics,question_19,The annual average venture capital funding by year,0.0588,105.7299,105.7887,0.0,541.8526,5.12,60.2059,2025-11-27 08:30:19
qwen3:4b,finance_economics,question_2,"The open price, close price, trading volume of Feb 20, 2000",0.0497,42.0222,42.0719,0.0,203.7909,4.84,22.6434,2025-11-27 08:31:01
qwen3:4b,finance_economics,question_20,The ratio of government debt to consumer spending by year,0.058,103.0185,103.0765,0.0,511.3941,4.96,56.8215,2025-11-27 08:32:44
qwen3:4b,finance_economics,question_21,Average gold price by year,0.042,71.8627,71.9047,0.0,494.7331,6.88,54.9704,2025-11-27 08:39:02
qwen3:4b,finance_economics,question_22,"2008 was the year of global financial crisis. Evaluate some indicators that signaled this recession, and propose a risk mitigation strategy for stock investing",0.067,729.8769,729.9439,0.0,3912.9867,5.36,434.7763,2025-11-27 09:04:30
qwen3:4b,finance_economics,question_23,Does government debt effect GDP growth? Analyze the given data and recommend policymakers on how to create positive gdp growth,0.0647,168.9888,169.0535,0.0,811.7834,4.8,90.1982,2025-11-27 09:07:20
qwen3:4b,finance_economics,question_24,Low interest rate leads to risky money flow into stock and consumer spending. Evaluate the data to verify the accuracy of this statement. ,0.0481,170.2276,170.2757,0.0,845.0833,4.96,93.8981,2025-11-27 09:10:10
qwen3:4b,finance_economics,question_25,"Analyze the past performance of all the asset types, stock, commodity, real estate, forex and propose which type of asset is worth to invest in based on investors' risk apetite",0.0548,108.2501,108.3049,0.0,524.3494,4.84,58.261,2025-11-27 09:11:59
qwen3:4b,finance_economics,question_26,Evaluate the relationship between inflation rate and consumer spending,0.0478,45.287,45.3348,0.0,228.6178,5.04,25.402,2025-11-27 09:12:44
qwen3:4b,finance_economics,question_27,"Which stock indexes should investors invest in? Analyze NASDAQ, S&P 500, Dow Jones performances",0.0494,537.4989,537.5483,0.0,3117.968,5.8,346.4409,2025-11-27 09:28:29
qwen3:4b,finance_economics,question_28,"What is the relationship between interest rate, unemployment rate and corporate profits? Propose strategy for policymakers to promote corporate activities",0.0632,192.3764,192.4396,0.0,1100.9515,5.72,122.328,2025-11-27 09:31:42
qwen3:4b,finance_economics,question_29,"venture capital funding is private fundraising, wheras stock index activities is public fundraising. Which fundraising channel is more active in US, explain the reasons",0.0653,570.9967,571.062,0.0,5139.5736,9.0,571.0637,2025-11-27 09:41:13
qwen3:4b,finance_economics,question_3,"The gold price, crude oil price, real estate index of Jan 1, 2008",0.0726,26.4177,26.4903,0.0,136.8092,5.16,15.201,2025-11-27 09:41:40
qwen3:4b,finance_economics,question_30,"Recommend asset classes to invest when the USD currency is appreciated, and when it is depreciated",0.049,188.0751,188.1241,0.0,1294.3487,6.88,143.8165,2025-11-27 09:44:48
qwen3:4b,finance_economics,question_31,"When it is best to invest in real estate in terms of interest rate environment, stock performance and unemployment context?",0.0654,111.2637,111.3291,0.0,828.307,7.44,92.0341,2025-11-27 09:57:53
qwen3:4b,finance_economics,question_4,"The consumer confidence index of 24 December, 2007",0.0404,10.8735,10.9139,0.0,57.3682,5.26,6.3742,2025-11-27 09:58:04
qwen3:4b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0328,39.2919,39.3247,0.0,243.7924,6.2,27.0881,2025-11-27 09:58:44
qwen3:4b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0553,33.2486,33.3039,0.0,158.7256,4.77,17.6362,2025-11-27 09:59:17
qwen3:4b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.0485,51.8223,51.8708,0.0,259.509,5.0,28.8344,2025-11-27 10:00:09
qwen3:4b,finance_economics,question_8,The date where trading volumne is the largest,0.0484,13.5589,13.6073,0.0,67.5349,4.96,7.5039,2025-11-27 10:00:23
qwen3:4b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0386,26.1623,26.2009,0.0,134.2272,5.12,14.9142,2025-11-27 10:00:50
qwen3:4b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0455,31.4313,31.4768,0.0,291.0057,9.25,32.334,2025-11-27 10:01:21
qwen3:4b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0618,48.8332,48.895,0.0,592.5877,12.12,65.8431,2025-11-27 10:02:10
qwen3:4b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0679,27.3235,27.3914,0.0,338.4629,12.36,37.607,2025-11-27 10:02:38
qwen3:4b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0763,11.9953,12.0716,0.0,133.8592,11.09,14.8732,2025-11-27 10:02:50
qwen3:4b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.0368,19.2622,19.299,0.0,211.4539,10.96,23.4949,2025-11-27 10:03:10
qwen3:4b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0602,13.5408,13.601,0.0,117.0797,8.61,13.0089,2025-11-27 10:03:24
qwen3:4b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.032,24.193,24.225,0.0,242.2122,10.0,26.9124,2025-11-27 10:03:48
qwen3:4b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.0581,14.83,14.8881,0.0,162.3318,10.9,18.0369,2025-11-27 10:04:03
qwen3:4b,global_development,question_17,Which country has the lowest global resilience score?,0.048,29.169,29.217,0.0,289.8815,9.92,32.2091,2025-11-27 10:04:33
qwen3:4b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.0604,24.8841,24.9445,0.0,255.5621,10.25,28.3958,2025-11-27 10:04:58
qwen3:4b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.0543,14.0157,14.07,0.0,137.2966,9.76,15.2551,2025-11-27 10:05:12
qwen3:4b,global_development,question_2,Country with the highest global development resilience score in 2020,0.0336,17.377,17.4106,0.0,179.0731,10.29,19.897,2025-11-27 10:05:30
qwen3:4b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0624,24.2156,24.278,0.0,283.6776,11.68,31.5197,2025-11-27 10:05:54
qwen3:4b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0561,17.2095,17.2656,0.0,194.1598,11.25,21.5733,2025-11-27 10:06:12
qwen3:4b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0654,75.3605,75.4259,0.0,597.7524,7.93,66.4169,2025-11-27 10:07:27
qwen3:4b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.0659,76.0803,76.1462,0.0,530.0039,6.96,58.8894,2025-11-27 10:08:44
qwen3:4b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0586,24.5627,24.6213,0.0,249.0239,10.11,27.6693,2025-11-27 10:09:08
qwen3:4b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.0615,37.4699,37.5314,0.0,250.8768,6.68,27.8752,2025-11-27 10:09:46
qwen3:4b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.0607,63.2704,63.3311,0.0,466.3009,7.36,51.8112,2025-11-27 10:10:50
qwen3:4b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.0535,30.3492,30.4027,0.0,287.2639,9.45,31.9182,2025-11-27 10:11:20
qwen3:4b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0758,12.1739,12.2497,0.0,147.956,12.08,16.4395,2025-11-27 10:11:33
qwen3:4b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.0315,61.8256,61.8571,0.0,512.5128,8.29,56.9458,2025-11-27 10:12:35
qwen3:4b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.0649,19.8883,19.9532,0.0,168.4627,8.44,18.718,2025-11-27 10:12:55
qwen3:4b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0639,23.9493,24.0132,0.0,161.5731,6.73,17.9525,2025-11-27 10:13:19
qwen3:4b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.0595,18.7165,18.776,0.0,115.974,6.18,12.886,2025-11-27 10:13:38
qwen3:4b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0467,23.5645,23.6112,0.0,163.5226,6.93,18.1692,2025-11-27 10:14:02
qwen3:4b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.054,10.8036,10.8576,0.0,97.2383,8.96,10.8043,2025-11-27 10:14:13
qwen3:4b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0327,15.0947,15.1274,0.0,117.6348,7.78,13.0705,2025-11-27 10:14:28
qwen3:4b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0725,9.8303,9.9028,0.0,65.8199,6.65,7.3133,2025-11-27 10:14:38
qwen3:4b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.0326,13.378,13.4106,0.0,82.1037,6.12,9.1226,2025-11-27 10:14:52
qwen3:4b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0325,9.1248,9.1573,0.0,56.4452,6.16,6.2717,2025-11-27 10:15:01
qwen3:4b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0328,18.8708,18.9036,0.0,155.7145,8.24,17.3016,2025-11-27 10:15:21
qwen3:4b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.0625,13.4126,13.4751,0.0,117.2915,8.7,13.0324,2025-11-27 10:15:34
qwen3:4b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0342,20.5337,20.5679,0.0,154.6501,7.52,17.1833,2025-11-27 10:15:55
qwen3:4b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.0539,13.0608,13.1147,0.0,113.5975,8.66,12.622,2025-11-27 10:16:08
qwen3:4b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.0398,24.3149,24.3547,0.0,176.4378,7.24,19.6042,2025-11-27 10:16:33
qwen3:4b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.0489,27.0964,27.1453,0.0,238.9649,8.8,26.5516,2025-11-27 10:17:00
qwen3:4b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0805,25.7174,25.7979,0.0,414.1269,16.05,46.0141,2025-11-27 10:17:26
qwen3:4b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0673,13.1003,13.1676,0.0,102.9031,7.81,11.4337,2025-11-27 10:17:40
qwen3:4b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0307,11.404,11.4347,0.0,70.5555,6.17,7.8395,2025-11-27 10:17:51
qwen3:4b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0314,14.0241,14.0555,0.0,102.3211,7.28,11.369,2025-11-27 10:18:06
qwen3:4b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0369,8.0102,8.0471,0.0,54.8389,6.81,6.0932,2025-11-27 10:18:14
qwen3:4b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.0369,25.7113,25.7482,0.0,189.6041,7.36,21.0671,2025-11-27 10:18:40
qwen3:4b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0447,10.3493,10.394,0.0,100.1388,9.63,11.1265,2025-11-27 10:18:50
qwen3:4b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.0377,20.219,20.2567,0.0,168.579,8.32,18.731,2025-11-27 10:19:11
qwen3:4b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.061,40.2911,40.3521,0.0,315.12,7.81,35.0133,2025-11-27 10:19:52
qwen3:4b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0546,17.1316,17.1862,0.0,125.255,7.29,13.9172,2025-11-27 10:20:09
qwen3:4b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.0459,13.2847,13.3306,0.0,92.9678,6.97,10.3298,2025-11-27 10:20:22
qwen3:4b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0397,99.1056,99.1453,0.0,737.627,7.44,81.9585,2025-11-27 10:22:02
qwen3:4b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.059,17.7035,17.7625,0.0,154.1982,8.68,17.1331,2025-11-27 10:22:20
qwen3:4b,happiness_record,question_27,Evaluate for me the relationship between freedom to make choices and positive affect of Asia and North America countries. Explain the reasons.,0.0665,25.1325,25.199,0.0,230.8018,9.16,25.6446,2025-11-27 10:22:45
qwen3:4b,happiness_record,question_28,What is the current movement of generiosity of Asian countries over years? Explain the reasons.,0.0645,26.8185,26.883,0.0,243.5078,9.06,27.0564,2025-11-27 10:23:12
qwen3:4b,happiness_record,question_29,What is the relationship of percptions of corruption and confidence in national government?,0.0573,14.8861,14.9434,0.0,103.1682,6.9,11.4632,2025-11-27 10:23:27
